Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
929,XGID=-a-a-BC-D---bD---cce---A-A:0:0:1:32:0:0:3:0:8,Bar/23 6/3*,,,
929,XGID=aa-A-BB-D---bD---cce---B--:0:0:-1:53:0:0:3:0:8,Bar/22* 6/1,,,
929,XGID=-a-a-BB-D---bD---ccd---BaA:0:0:1:21:0:0:3:0:8,Bar/24* 23/21,,,
929,XGID=aa-a-BB-D---bD---ccd-A-AA-:0:0:-1:21:0:0:3:0:8,Bar/22,,,
929,XGID=-a-b-BB-D---bD---ccd-A-AA-:0:0:1:31:0:0:3:0:8,23/20 21/20,,,
929,XGID=-a-b-BB-D---bD---ccdB---A-:0:0:-1:53:0:0:3:0:8,24/16,,,
929,XGID=---b-BB-Da--bD---ccdB---A-:0:0:1:63:0:0:3:0:8,24/15,,,
929,XGID=---b-BB-Da--bD-A-ccdB-----:0:0:-1:55:0:0:3:0:8,16/1 6/1,,,
929,XGID=---b-BB-D---bD-A-cccB---b-:0:0:1:54:0:0:3:0:8,15/6,,,
929,XGID=---b-BC-D---bD---cccB---b-:0:0:-1:52:0:0:3:0:8,8/3 6/4,,,
929,XGID=---b-BC-D---bD---bcbBaa-b-:0:0:1:63:0:0:3:0:8,13/7 8/5,,,
929,XGID=---b-CCAC---bC---bcbBaa-b-:0:0:-1:31:0:0:3:0:8,7/3,,,
929,XGID=---b-CCAC---bC---bbbBab-b-:0:0:1:54:0:0:3:0:8,7/2 6/2,,,
929,XGID=--Bb-CB-C---bC---bbbBab-b-:0:0:-1:64:0:0:3:0:8,8/4 8/2,,,
929,XGID=--Bb-CB-C---bC----bbBbbab-:0:0:1:31:0:0:3:0:8,8/4,,,
929,XGID=--BbACB-B---bC----bbBbbab-:0:0:-1:31:0:0:3:0:8,22/21* 21/18,,,
929,XGID=--Ba-CBaB---bC----bbBbbabA:0:0:1:22:0:0:3:0:8,Bar/23* 13/7*,,,
929,XGID=b-Ba-CBAB---bB----bbBbbAb-:0:0:-1:21:0:0:3:0:8,Bar/24,,,
929,XGID=aaBa-CBAB---bB----bbBbbAb-:1:-1:1:D:0:0:3:0:8,,0.718,0.871,1.0
929,XGID=aaBa-CBAB---bB----bbBbbAb-:1:-1:1:44:0:0:3:0:8,13/9 8/4(2) 7/3*,,,
929,XGID=baBABCB--A--bA----bbBbbAb-:1:-1:-1:61:0:0:3:0:8,Bar/24,,,
929,XGID=abBABCB--A--bA----bbBbbAb-:1:-1:1:64:0:0:3:0:8,13/3,,,
929,XGID=abBBBCB--A--b-----bbBbbAb-:1:-1:-1:52:0:0:3:0:8,Cannot Move,,,
929,XGID=abBBBCB--A--b-----bbBbbAb-:1:-1:1:62:0:0:3:0:8,23/15,,,
929,XGID=abBBBCB--A--b--A--bbBbb-b-:1:-1:-1:62:0:0:3:0:8,Cannot Move,,,
929,XGID=abBBBCB--A--b--A--bbBbb-b-:1:-1:1:62:0:0:3:0:8,15/7,,,
929,XGID=abBBBCBA-A--b-----bbBbb-b-:1:-1:-1:31:0:0:3:0:8,Bar/24 7/4,,,
929,XGID=-cBBBCBA-A--b-----abBcb-b-:1:-1:1:61:0:0:3:0:8,9/3 7/6,,,
929,XGID=-cBCBCC-----b-----abBcb-b-:1:-1:-1:52:0:0:3:0:8,7/2 4/2,,,
929,XGID=-cBCBCC-----b------bBbbbb-:1:-1:1:62:0:0:3:0:8,20/14 6/4,,,
929,XGID=-cBCCCB-----b-A----bAbbbb-:1:-1:-1:61:0:0:3:0:8,24/17,,,
929,XGID=-bBCCCB-a---b-A----bAbbbb-:1:-1:1:65:0:0:3:0:8,20/15 14/8*,,,
929,XGID=abBCCCB-A---b--A---b-bbbb-:1:-1:-1:42:0:0:3:0:8,Cannot Move,,,
929,XGID=abBCCCB-A---b--A---b-bbbb-:1:-1:1:11:0:0:3:0:8,15/13 8/6,,,
929,XGID=abBCCCC-----bA-----b-bbbb-:1:-1:-1:55:0:0:3:0:8,Cannot Move,,,
929,XGID=abBCCCC-----bA-----b-bbbb-:1:-1:1:22:0:0:3:0:8,13/5,,,
929,XGID=abBCCDC-----b------b-bbbb-:1:-1:-1:32:0:0:3:0:8,Cannot Move,,,
929,XGID=abBCCDC-----b------b-bbbb-:1:-1:1:44:0:0:3:0:8,6/2(3) 4/Off,,,
929,XGID=abECBD------b------b-bbbb-:1:-1:-1:32:0:0:3:0:8,Cannot Move,,,
929,XGID=abECBD------b------b-bbbb-:1:-1:1:52:0:0:3:0:8,5/3 5/Off,,,
929,XGID=abEDBB------b------b-bbbb-:1:-1:-1:51:0:0:3:0:8,Bar/19,,,
929,XGID=-bEDBBa-----b------b-bbbb-:1:-1:1:41:0:0:3:0:8,4/3 4/Off,,,
929,XGID=-bEE-Ba-----b------b-bbbb-:1:-1:-1:53:0:0:3:0:8,13/5,,,
929,XGID=-bEE-Ba-----a------babbbb-:1:-1:1:64:0:0:3:0:8,5/Off,,,
929,XGID=-bEE-Aa-----a------babbbb-:1:-1:-1:62:0:0:3:0:8,13/5,,,
929,XGID=-bEE-Aa------------bbbbbb-:1:-1:1:42:0:0:3:0:8,5/Off,,,
929,XGID=-bEE--a------------bbbbbb-:1:-1:-1:31:0:0:3:0:8,19/15,,,
929,XGID=-bEE------a--------bbbbbb-:1:-1:1:66:0:0:3:0:8,3/Off(4),,,
929,XGID=-bEA------a--------bbbbbb-:1:-1:-1:43:0:0:3:0:8,24/17,,,
929,XGID=-aEA----a-a--------bbbbbb-:1:-1:1:21:0:0:3:0:8,3/1* 2/1,,,
929,XGID=aBD-----a-a--------bbbbbb-:1:-1:-1:62:0:0:3:0:8,Bar/19 17/15,,,
929,XGID=-BD---a---b--------bbbbbb-:1:-1:1:43:0:0:3:0:8,2/Off(2),,,
929,XGID=-BB---a---b--------bbbbbb-:1:-1:-1:11:0:0:3:0:8,19/18 15/12,,,
929,XGID=-BB----a--a--a-----bbbbbb-:1:-1:1:66:0:0:3:0:8,2/Off(2) 1/Off(2),,,
930,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
930,XGID=-b----E-C---eE---c-e----B-:0:0:1:54:0:0:3:0:8,24/20 13/8,,,
930,XGID=-b----E-D---eD---c-eA---A-:0:0:-1:42:0:0:3:0:8,8/4 6/4,,,
930,XGID=-b----E-D---eD---b-dAb--A-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
930,XGID=-b----EBC---eC---b-dAb--A-:0:0:-1:21:0:0:3:0:8,13/11 6/5*,,,
930,XGID=-b----EBC---dCa--b-cab--AA:0:0:1:63:0:0:3:0:8,Bar/22 13/7,,,
930,XGID=-b----ECC---dBa--b-cabA-A-:0:0:-1:44:0:0:3:0:8,24/20(2) 13/5,,,
930,XGID=-----bECC---cBa--b-cbbA-A-:0:0:1:43:0:0:3:0:8,8/4 7/4,,,
930,XGID=----BbEBB---cBa--b-cbbA-A-:1:1:-1:D:0:0:3:0:8,,0.746,0.879,1.0
930,XGID=----BbEBB---cBa--b-cbbA-A-:1:1:-1:55:0:0:3:0:8,13/3*(2),,,
930,XGID=----BbEBB---aBa--b-cbbb-AA:1:1:1:51:0:0:3:0:8,Bar/24 6/1,,,
930,XGID=-A--BbDBB---aBa--b-cbbb-B-:1:1:-1:55:0:0:3:0:8,20/15(2) 13/3,,,
930,XGID=-A--B-DBB-b--Ba--b-cbbc-B-:1:1:1:63:0:0:3:0:8,7/1 6/3,,,
930,XGID=-B-AB-CAB-b--Ba--b-cbbc-B-:1:1:-1:43:0:0:3:0:8,8/5 8/4,,,
930,XGID=-B-AB-CAB-b--Ba----cccc-B-:1:1:1:64:0:0:3:0:8,24/14*,,,
930,XGID=aB-AB-CAB-b--BA----cccc-A-:1:1:-1:51:0:0:3:0:8,Bar/20 6/5,,,
930,XGID=-B-ABaCAB-b--BA----bdcc-A-:1:1:1:66:0:0:3:0:8,24/18 14/8 13/7(2),,,
930,XGID=-B-ABaCCC-b-------Abdcc---:1:1:-1:55:0:0:3:0:8,20/10 15/10(2),,,
930,XGID=-B-AB-CCC------c--Abdcc---:1:1:1:43:0:0:3:0:8,18/14 8/5,,,
930,XGID=-B-ABACCB-----Ac---bdcc---:1:1:-1:65:0:0:3:0:8,10/5 10/4,,,
930,XGID=-B-ABACCB-----Aa---bedc---:1:1:1:22:0:0:3:0:8,8/6 7/5(3),,,
930,XGID=-B-ABDD-A-----Aa---bedc---:1:1:-1:64:0:0:3:0:8,10/Off,,,
930,XGID=-B-ABDD-A-----A----bedc---:1:1:1:33:0:0:3:0:8,14/2,,,
930,XGID=-BAABDD-A----------bedc---:1:1:-1:31:0:0:3:0:8,3/2 3/Off,,,
930,XGID=-BAABDD-A----------bedaa--:1:1:1:21:0:0:3:0:8,8/6 1/Off,,,
930,XGID=-AAABDE------------bedaa--:1:1:-1:52:0:0:3:0:8,5/Off 2/Off,,,
930,XGID=-AAABDE------------bdda---:1:1:1:63:0:0:3:0:8,6/Off 3/Off,,,
930,XGID=-AA-BDD------------bdda---:1:1:-1:43:0:0:3:0:8,4/Off 3/Off,,,
930,XGID=-AA-BDD------------bdc----:1:1:1:41:0:0:3:0:8,4/Off 1/Off,,,
930,XGID=--A-ADD------------bdc----:1:1:-1:53:0:0:3:0:8,5/2 5/Off,,,
930,XGID=--A-ADD------------bbc-a--:1:1:1:63:0:0:3:0:8,6/3 6/Off,,,
930,XGID=--AAADB------------bbc-a--:1:1:-1:21:0:0:3:0:8,4/3 2/Off,,,
930,XGID=--AAADB------------bbba---:1:1:1:42:0:0:3:0:8,4/Off 2/Off,,,
930,XGID=---A-DB------------bbba---:1:1:-1:54:0:0:3:0:8,5/Off 4/Off,,,
930,XGID=---A-DB------------baaa---:1:1:1:32:0:0:3:0:8,5/Off,,,
930,XGID=---A-CB------------baaa---:1:1:-1:41:0:0:3:0:8,6/5 4/Off,,,
930,XGID=---A-CB------------ab-a---:1:1:1:52:0:0:3:0:8,6/4 5/Off,,,
930,XGID=---AABA------------ab-a---:1:1:-1:55:0:0:3:0:8,6/1 5/Off(2) 3/Off,,,
930,XGID=---AABA-----------------a-:1:1:1:21:0:0:3:0:8,3/Off,,,
930,XGID=----ABA-----------------a-:1:1:-1:65:0:0:3:0:8,1/Off,,,
931,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
931,XGID=-b----E-C---eE---c-e----B-:0:0:1:21:0:0:3:0:8,13/11 6/5,,,
931,XGID=-b---AD-C--AeD---c-e----B-:0:0:-1:21:0:0:3:0:8,24/23 13/11,,,
931,XGID=-aa--AD-C--AdDa--c-e----B-:0:0:1:31:0:0:3:0:8,24/21 6/5,,,
931,XGID=-aa--BC-C--AdDa--c-e-A--A-:0:0:-1:32:0:0:3:0:8,24/21 23/21,,,
931,XGID=----bBC-C--AdDa--c-e-A--A-:0:0:1:44:0:0:3:0:8,24/16 13/9(2),,,
931,XGID=----bBC-CB-AdBa-Ac-e-A----:0:0:-1:55:0:0:3:0:8,13/3 11/6 8/3,,,
931,XGID=----bBC-CB-AcB--Ab-f-Ab---:0:0:1:63:0:0:3:0:8,16/10 13/10,,,
931,XGID=----bBC-CBBAcA---b-f-Ab---:0:0:-1:41:0:0:3:0:8,13/12* 12/8,,,
931,XGID=----bBC-CBBAb----c-f-Ab--A:0:0:1:33:0:0:3:0:8,Cannot Move,,,
931,XGID=----bBC-CBBAb----c-f-Ab--A:0:0:-1:11:0:0:3:0:8,6/5(2) 6/4*,,,
931,XGID=----bBC-CBBAb----c-cbab--B:0:0:1:44:0:0:3:0:8,Bar/21*(2) 11/3,,,
931,XGID=a--AbBC-CBB-b----c-cbBb---:0:0:-1:62:0:0:3:0:8,Bar/23 8/2,,,
931,XGID=--aAbBC-CBB-b----b-cbBba--:0:0:1:41:0:0:3:0:8,6/2* 3/2,,,
931,XGID=a-B-bBB-CBB-b----b-cbBba--:0:0:-1:64:0:0:3:0:8,Bar/21 8/2,,,
931,XGID=--B-cBB-CBB-b----a-cbBbb--:0:0:1:62:0:0:3:0:8,21/15 8/6,,,
931,XGID=--B-cBC-BBB-b--A-a-cbAbb--:0:0:-1:33:0:0:3:0:8,21/18 13/10* 10/4*,,,
931,XGID=--B-bBCaBBB-a----a-cbabb-B:0:0:1:51:0:0:3:0:8,Bar/24,,,
931,XGID=--B-bBCaBBB-a----a-cbabbAA:0:0:-1:D:0:0:3:0:8,,0.819,1.011,1.0
932,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
932,XGID=-b----E-C---eE---c-e----B-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
932,XGID=-b-B--D-B---eE---c-e----B-:0:0:-1:41:0:0:3:0:8,24/23 13/9,,,
932,XGID=-aaB--D-B---dE--ac-e----B-:0:0:1:43:0:0:3:0:8,24/21 6/2*,,,
932,XGID=aaAB--C-B---dE--ac-e-A--A-:0:0:-1:11:0:0:3:0:8,Bar/23* 6/5(2),,,
932,XGID=-aaB--C-B---dE--ac-cbA--AA:0:0:1:53:0:0:3:0:8,Bar/22 21/16*,,,
932,XGID=aaaB--C-B---dE--Ac-cb-A-A-:0:0:-1:53:0:0:3:0:8,Bar/20 23/20,,,
932,XGID=-a-B-bC-B---dE--Ac-cb-A-A-:0:0:1:21:0:0:3:0:8,16/13,,,
932,XGID=-a-B-bC-B---dF---c-cb-A-A-:0:0:-1:54:0:0:3:0:8,24/20 13/8,,,
932,XGID=---B-cC-B---cF---d-cb-A-A-:0:0:1:62:0:0:3:0:8,24/22 13/7,,,
932,XGID=---B-cCAB---cE---d-cb-B---:0:0:-1:65:0:0:3:0:8,20/9,,,
932,XGID=---B-bCAB---cE--ad-cb-B---:0:0:1:52:0:0:3:0:8,13/8 6/4,,,
932,XGID=---BAbBAC---cD--ad-cb-B---:0:0:-1:65:0:0:3:0:8,20/9,,,
932,XGID=---BAaBAC---cD--bd-cb-B---:0:0:1:31:0:0:3:0:8,8/5* 5/4,,,
932,XGID=a--BB-BAB---cD--bd-cb-B---:0:0:-1:43:0:0:3:0:8,Cannot Move,,,
932,XGID=a--BB-BAB---cD--bd-cb-B---:0:0:1:44:0:0:3:0:8,22/14(2),,,
932,XGID=a--BB-BAB---cDB-bd-cb-----:0:0:-1:63:0:0:3:0:8,Cannot Move,,,
932,XGID=a--BB-BAB---cDB-bd-cb-----:0:0:1:D:0:0:3:0:8,,0.872,1.043,1.0
933,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
933,XGID=-b----E-C---eE---c-e----B-:0:0:1:51:0:0:3:0:8,24/23 13/8,,,
933,XGID=-b----E-D---eD---c-e---AA-:0:0:-1:21:0:0:3:0:8,24/21,,,
933,XGID=-a--a-E-D---eD---c-e---AA-:0:0:1:62:0:0:3:0:8,23/15,,,
933,XGID=-a--a-E-D---eD-A-c-e----A-:0:0:-1:41:0:0:3:0:8,24/20 21/20,,,
933,XGID=-----bE-D---eD-A-c-e----A-:0:0:1:64:0:0:3:0:8,15/9 13/9,,,
933,XGID=-----bE-DB--eC---c-e----A-:0:0:-1:64:0:0:3:0:8,8/2 6/2,,,
933,XGID=-----bE-DB--eC---b-d---bA-:0:0:1:63:0:0:3:0:8,24/15,,,
933,XGID=-----bE-DB--eC-A-b-d---b--:0:0:-1:61:0:0:3:0:8,13/7 6/5,,,
933,XGID=-----bE-DB--dC-A-baca--b--:0:0:1:42:0:0:3:0:8,15/9,,,
933,XGID=-----bE-DC--dC---baca--b--:0:0:-1:41:0:0:3:0:8,13/9 7/6,,,
933,XGID=-----bE-DC--cC--ab-da--b--:0:0:1:31:0:0:3:0:8,13/9,,,
933,XGID=-----bE-DD--cB--ab-da--b--:0:0:-1:51:0:0:3:0:8,13/7,,,
933,XGID=-----bE-DD--bB--abada--b--:0:0:1:61:0:0:3:0:8,9/2,,,
933,XGID=--A--bE-DC--bB--abada--b--:0:0:-1:31:0:0:3:0:8,8/4,,,
933,XGID=--A--bE-DC--bB--aaadaa-b--:0:0:1:43:0:0:3:0:8,8/1,,,
933,XGID=-AA--bE-CC--bB--aaadaa-b--:0:0:-1:22:0:0:3:0:8,20/18(2) 13/11 6/4,,,
933,XGID=-AA---EbCC--aBa-aaacab-b--:0:0:1:11:0:0:3:0:8,13/12* 6/5(2) 2/1,,,
933,XGID=aB---BCbCC--AAa-aaacab-b--:0:0:-1:41:0:0:3:0:8,Bar/21 8/7,,,
933,XGID=-B--aBCbCC--AAa-a-bcab-b--:0:0:1:D:0:0:3:0:8,,0.907,1.222,1.0
934,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
934,XGID=-b----E-C---eE---c-e----B-:0:0:1:62:0:0:3:0:8,24/18 13/11,,,
934,XGID=-b----E-C--AeD---cAe----A-:0:0:-1:61:0:0:3:0:8,13/7* 8/7,,,
934,XGID=-b----E-C--AdD---bbe----AA:0:0:1:33:0:0:3:0:8,Bar/22 11/5 8/5,,,
934,XGID=-b---BE-B---dD---bbe--A-A-:0:0:-1:62:0:0:3:0:8,24/22 13/7,,,
934,XGID=-a-a-BE-B---cD---bce--A-A-:0:0:1:54:0:0:3:0:8,24/15,,,
934,XGID=-a-a-BE-B---cD-A-bce--A---:0:0:-1:54:0:0:3:0:8,8/3* 7/3,,,
934,XGID=-a-a-BE-B---cD-A-abe--b--A:0:0:1:41:0:0:3:0:8,Bar/24 15/11,,,
934,XGID=-a-a-BE-B--AcD---abe--b-A-:0:0:-1:22:0:0:3:0:8,7/5(2) 6/4(2),,,
934,XGID=-a-a-BE-B--AcD---a-cbbb-A-:0:0:1:65:0:0:3:0:8,24/13,,,
934,XGID=-a-a-BE-B--AcE---a-cbbb---:0:0:-1:54:0:0:3:0:8,22/13,,,
934,XGID=-a---BE-B--AdE---a-cbbb---:0:0:1:54:0:0:3:0:8,13/9 13/8,,,
934,XGID=-a---BE-CA-AdC---a-cbbb---:0:0:-1:53:0:0:3:0:8,24/16*,,,
934,XGID=-----BE-Ca-AdC---a-cbbb--A:0:0:1:21:0:0:3:0:8,Bar/24 11/9*,,,
934,XGID=a----BE-CA--dC---a-cbbb-A-:1:1:-1:D:0:0:3:0:8,,0.536,0.557,1.0
934,XGID=a----BE-CA--dC---a-cbbb-A-:1:1:-1:41:0:0:3:0:8,Bar/24 13/9,,,
934,XGID=-a---BE-CA--cC--aa-cbbb-A-:1:1:1:51:0:0:3:0:8,13/8 6/5,,,
934,XGID=-a---CD-DA--cB--aa-cbbb-A-:1:1:-1:64:0:0:3:0:8,24/14,,,
934,XGID=-----CD-DA-acB--aa-cbbb-A-:1:1:1:43:0:0:3:0:8,6/2 5/2,,,
934,XGID=--B--BC-DA-acB--aa-cbbb-A-:1:1:-1:21:0:0:3:0:8,9/7 8/7,,,
934,XGID=--B--BC-DA-acB----bcbbb-A-:1:1:1:31:0:0:3:0:8,24/23 8/5,,,
934,XGID=--B--CC-CA-acB----bcbbbA--:1:1:-1:42:0:0:3:0:8,13/11 6/2*,,,
934,XGID=--B--CC-CA-abBa---bbbbba-A:1:1:1:51:0:0:3:0:8,Bar/24 8/3,,,
934,XGID=--BA-CC-BA-abBa---bbbbbaA-:1:1:-1:66:0:0:3:0:8,14/2 7/1*(2),,,
934,XGID=--BA-CC-BA--bBa----bbbbbbA:1:1:1:42:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA--bBa----bbbbbbA:1:1:-1:11:0:0:3:0:8,11/7,,,
934,XGID=--BA-CC-BA--bB----abbbbbbA:1:1:1:65:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA--bB----abbbbbbA:1:1:-1:21:0:0:3:0:8,13/11 7/6,,,
934,XGID=--BA-CC-BA--aBa----cbbbbbA:1:1:1:22:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA--aBa----cbbbbbA:1:1:-1:22:0:0:3:0:8,13/5,,,
934,XGID=--BA-CC-BA---Ba----ccbbbbA:1:1:1:31:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---Ba----ccbbbbA:1:1:-1:21:0:0:3:0:8,11/8,,,
934,XGID=--BA-CC-BA---B---a-ccbbbbA:1:1:1:66:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---B---a-ccbbbbA:1:1:-1:62:0:0:3:0:8,8/Off,,,
934,XGID=--BA-CC-BA---B-----ccbbbbA:1:1:1:64:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---B-----ccbbbbA:1:1:-1:64:0:0:3:0:8,6/Off 5/1,,,
934,XGID=--BA-CC-BA---B-----bbbbbcA:1:1:1:61:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---B-----bbbbbcA:1:1:-1:64:0:0:3:0:8,6/2 6/Off,,,
934,XGID=--BA-CC-BA---B------bbbccA:1:1:1:44:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---B------bbbccA:1:1:-1:52:0:0:3:0:8,5/3 5/Off,,,
934,XGID=--BA-CC-BA---B-------bcccA:1:1:1:42:0:0:3:0:8,Cannot Move,,,
934,XGID=--BA-CC-BA---B-------bcccA:1:1:-1:63:0:0:3:0:8,4/1 4/Off,,,
934,XGID=--BA-CC-BA---B--------ccdA:1:1:1:61:0:0:3:0:8,Bar/19 13/12,,,
934,XGID=--BA-CC-BA--AA-----A--ccd-:1:1:-1:42:0:0:3:0:8,3/Off 2/Off,,,
934,XGID=--BA-CC-BA--AA-----A--bbd-:1:1:1:11:0:0:3:0:8,8/6(2),,,
934,XGID=--BA-CE--A--AA-----A--bbd-:1:1:-1:64:0:0:3:0:8,3/Off(2),,,
934,XGID=--BA-CE--A--AA-----A---bd-:1:1:1:66:0:0:3:0:8,19/7 13/7 12/6,,,
934,XGID=--BA-CFB-A-------------bd-:1:1:-1:52:0:0:3:0:8,2/Off(2),,,
934,XGID=--BA-CFB-A--------------d-:1:1:1:43:0:0:3:0:8,9/5 7/4,,,
934,XGID=--BAADFA----------------d-:1:1:-1:65:0:0:3:0:8,1/Off(2),,,
934,XGID=--BAADFA----------------b-:1:1:1:62:0:0:3:0:8,7/5 6/Off,,,
934,XGID=--BAAEE-----------------b-:1:1:-1:21:0:0:3:0:8,1/Off(2),,,
935,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
935,XGID=-b----E-C---eE---c-e----B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
935,XGID=-b--B-D-B---eE---c-e----B-:0:0:-1:53:0:0:3:0:8,8/3 6/3,,,
935,XGID=-b--B-D-B---eE---b-d--b-B-:0:0:1:33:0:0:3:0:8,8/5(2) 6/3(2),,,
935,XGID=-b-BBBB-----eE---b-d--b-B-:0:0:-1:42:0:0:3:0:8,8/4 6/4,,,
935,XGID=-b-BBBB-----eE---a-c-bb-B-:0:0:1:65:0:0:3:0:8,24/13,,,
935,XGID=-b-BBBB-----eF---a-c-bb-A-:0:0:-1:43:0:0:3:0:8,13/6,,,
935,XGID=-b-BBBB-----dF---a-d-bb-A-:1:-1:1:D:0:0:3:0:8,,0.772,0.83,1.0
935,XGID=-b-BBBB-----dF---a-d-bb-A-:1:-1:1:66:0:0:3:0:8,24/18 13/7(3),,,
935,XGID=-b-BBBBC----dC---aAd-bb---:1:-1:-1:65:0:0:3:0:8,13/8 13/7*,,,
935,XGID=-b-BBBBC----bC---bad-bb--A:1:-1:1:41:0:0:3:0:8,Bar/20,,,
935,XGID=-b-BBBBC----bC---badAbb---:1:-1:-1:21:0:0:3:0:8,7/5* 6/5,,,
935,XGID=-b-BBBBC----bC---b-cbbb--A:1:-1:1:55:0:0:3:0:8,Cannot Move,,,
935,XGID=-b-BBBBC----bC---b-cbbb--A:1:-1:-1:53:0:0:3:0:8,13/10 13/8,,,
935,XGID=-b-BBBBC-----C-a-c-cbbb--A:1:-1:1:33:0:0:3:0:8,Cannot Move,,,
935,XGID=-b-BBBBC-----C-a-c-cbbb--A:1:-1:-1:64:0:0:3:0:8,8/2 6/2,,,
935,XGID=-b-BBBBC-----C-a-b-bbbbb-A:1:-1:1:52:0:0:3:0:8,Cannot Move,,,
935,XGID=-b-BBBBC-----C-a-b-bbbbb-A:1:-1:-1:63:0:0:3:0:8,10/4 8/5,,,
935,XGID=-b-BBBBC-----C---a-bccbb-A:1:-1:1:31:0:0:3:0:8,Bar/24 7/4,,,
935,XGID=-b-BCBBB-----C---a-bccbbA-:1:-1:-1:31:0:0:3:0:8,24/23 4/1*,,,
935,XGID=-aaBCBBB-----C---a-bcbbbaA:1:-1:1:54:0:0:3:0:8,Cannot Move,,,
935,XGID=-aaBCBBB-----C---a-bcbbbaA:1:-1:-1:66:0:0:3:0:8,23/5 8/2,,,
935,XGID=-a-BCBBB-----C-----bdbbcaA:1:-1:1:43:0:0:3:0:8,Cannot Move,,,
935,XGID=-a-BCBBB-----C-----bdbbcaA:1:-1:-1:43:0:0:3:0:8,5/2 5/1,,,
935,XGID=-a-BCBBB-----C-----bbbbdbA:1:-1:1:43:0:0:3:0:8,Cannot Move,,,
935,XGID=-a-BCBBB-----C-----bbbbdbA:1:-1:-1:11:0:0:3:0:8,24/23 6/5(2) 2/1,,,
935,XGID=--aBCBBB-----C------dbbccA:1:-1:1:32:0:0:3:0:8,Cannot Move,,,
935,XGID=--aBCBBB-----C------dbbccA:1:-1:-1:00:0:0:3:0:8,,0.385,0.185,1.0
935,XGID=--aBCBBB-----C------dbbccA:1:-1:-1:31:0:0:3:0:8,5/4 5/2,,,
935,XGID=--aBCBBB-----C------bcbdcA:1:-1:1:55:0:0:3:0:8,Cannot Move,,,
935,XGID=--aBCBBB-----C------bcbdcA:1:-1:-1:42:0:0:3:0:8,5/3 5/1,,,
935,XGID=--aBCBBB-----C-------ccddA:1:-1:1:65:0:0:3:0:8,Bar/14,,,
935,XGID=--aBCBBB-----CA------ccdd-:1:-1:-1:65:0:0:3:0:8,23/17,,,
935,XGID=---BCBBBa----CA------ccdd-:1:-1:1:52:0:0:3:0:8,13/11 13/8*,,,
935,XGID=a--BCBBBA--A-AA------ccdd-:1:-1:-1:54:0:0:3:0:8,Cannot Move,,,
935,XGID=a--BCBBBA--A-AA------ccdd-:1:-1:1:65:0:0:3:0:8,14/8 11/6,,,
935,XGID=a--BCBCBB----A-------ccdd-:1:-1:-1:22:0:0:3:0:8,Bar/23 4/2(3),,,
935,XGID=--aBCBCBB----A--------cgd-:1:-1:1:62:0:0:3:0:8,8/2* 4/2,,,
935,XGID=a-BBBBCBA----A--------cgd-:1:-1:-1:62:0:0:3:0:8,Cannot Move,,,
935,XGID=a-BBBBCBA----A--------cgd-:1:-1:1:41:0:0:3:0:8,6/1,,,
935,XGID=aABBBBBBA----A--------cgd-:1:-1:-1:32:0:0:3:0:8,Cannot Move,,,
935,XGID=aABBBBBBA----A--------cgd-:1:-1:1:11:0:0:3:0:8,13/11 8/6,,,
935,XGID=aABBBBCB---A----------cgd-:1:-1:-1:54:0:0:3:0:8,Cannot Move,,,
935,XGID=aABBBBCB---A----------cgd-:1:-1:1:53:0:0:3:0:8,7/4 6/1,,,
935,XGID=aBBBCBBA---A----------cgd-:1:-1:-1:54:0:0:3:0:8,Cannot Move,,,
935,XGID=aBBBCBBA---A----------cgd-:1:-1:1:61:0:0:3:0:8,11/5 7/6,,,
935,XGID=aBBBCCC---------------cgd-:1:-1:-1:52:0:0:3:0:8,Cannot Move,,,
935,XGID=aBBBCCC---------------cgd-:1:-1:1:64:0:0:3:0:8,6/Off 4/Off,,,
935,XGID=aBBBBCB---------------cgd-:1:-1:-1:54:0:0:3:0:8,Cannot Move,,,
935,XGID=aBBBBCB---------------cgd-:1:-1:1:55:0:0:3:0:8,6/1 5/Off(3),,,
