Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
7,XGID=-b--B-D-BB--eC---b-dB--b--:0:0:-1:42:0:0:3:0:8,24/20 6/4,,,
7,XGID=-a--BaD-BB--eC---b-cBa-b--:1:-1:1:D:0:0:3:0:8,,0.693,0.805,1.0
7,XGID=-a--BaD-BB--eC---b-cBa-b--:1:-1:1:41:0:0:3:0:8,9/5* 6/5,,,
7,XGID=aa--BBC-BA--eC---b-cBa-b--:1:-1:-1:64:0:0:3:0:8,Cannot Move,,,
7,XGID=aa--BBC-BA--eC---b-cBa-b--:1:-1:1:42:0:0:3:0:8,13/11 13/9,,,
7,XGID=aa--BBC-BB-AeA---b-cBa-b--:1:-1:-1:55:0:0:3:0:8,Cannot Move,,,
7,XGID=aa--BBC-BB-AeA---b-cBa-b--:1:-1:1:42:0:0:3:0:8,11/7 9/7,,,
7,XGID=aa--BBCBBA--eA---b-cBa-b--:1:-1:-1:31:0:0:3:0:8,Bar/22 13/12*,,,
7,XGID=-a-aBBCBBA--da---b-cBa-b-A:1:-1:1:64:0:0:3:0:8,Bar/21* 9/3*,,,
7,XGID=ba-ABBCBB---da---b-cBA-b--:1:-1:-1:11:0:0:3:0:8,Bar/24 Bar/22*,,,
7,XGID=-b-aBBCBB---da---b-cBA-b-A:1:-1:1:63:0:0:3:0:8,Bar/22 21/15,,,
7,XGID=-b-aBBCBB---da-A-b-cB-Ab--:1:-1:-1:43:0:0:3:0:8,13/10* 10/6,,,
7,XGID=-b-aBBCBB---ca---b-dB-Ab-A:1:-1:1:61:0:0:3:0:8,Bar/24 22/16,,,
7,XGID=-b-aBBCBB---ca--Ab-dB--bA-:1:-1:-1:65:0:0:3:0:8,13/7 12/7,,,
7,XGID=-b-aBBCBB---b---AbbdB--bA-:1:-1:1:42:0:0:3:0:8,24/20 16/14,,,
7,XGID=-b-aBBCBB---b-A--bbdC--b--:1:-1:-1:62:0:0:3:0:8,22/16 13/11*,,,
7,XGID=-b--BBCBBa--a-a--bbdC--b-A:1:-1:1:54:0:0:3:0:8,Bar/16,,,
7,XGID=-b--BBCBBa--a-a-AbbdC--b--:1:-1:-1:53:0:0:3:0:8,16/13 11/6,,,
7,XGID=-b--BBCBB---b---AbbeC--b--:1:-1:1:62:0:0:3:0:8,20/14 16/14,,,
7,XGID=-b--BBCBB---b-B--bbeB--b--:1:-1:-1:21:0:0:3:0:8,24/23 24/22,,,
7,XGID=--aaBBCBB---b-B--bbeB--b--:1:-1:1:54:0:0:3:0:8,8/3* 7/3,,,
7,XGID=a-aBBBCAA---b-B--bbeB--b--:1:-1:-1:32:0:0:3:0:8,Bar/23 6/3,,,
7,XGID=--bBBBCAA---b-B--bbdB-ab--:1:-1:1:54:0:0:3:0:8,14/10 8/3,,,
7,XGID=--bCBBCA--A-b-A--bbdB-ab--:1:-1:-1:33:0:0:3:0:8,7/4(2) 6/3(2),,,
7,XGID=--bCBBCA--A-b-A--b-bBbcb--:1:-1:1:41:0:0:3:0:8,14/10 7/6,,,
7,XGID=--bCBBD---B-b----b-bBbcb--:1:-1:-1:53:0:0:3:0:8,13/8 4/1,,,
7,XGID=--bCBBD---B-a----c-bBacba-:1:-1:1:22:0:0:3:0:8,20/12*,,,
7,XGID=a-bCBBD---B-A----c-bAacba-:1:-1:-1:61:0:0:3:0:8,Bar/18,,,
7,XGID=--bCBBDa--B-A----c-bAacba-:1:-1:1:55:0:0:3:0:8,20/15 12/7* 6/1(2),,,
7,XGID=aBbCBBBA--B----A-c-b-acba-:1:-1:-1:21:0:0:3:0:8,Bar/23 8/7,,,
7,XGID=-BcCBBBA--B----A-bab-acba-:1:-1:1:53:0:0:3:0:8,10/5 7/4,,,
7,XGID=-BcCCCB---A----A-bab-acba-:1:-1:-1:43:0:0:3:0:8,8/5 8/4,,,
7,XGID=-BcCCCB---A----A--ababcba-:1:-1:1:41:0:0:3:0:8,15/10,,,
7,XGID=-BcCCCB---B-------ababcba-:1:-1:-1:32:0:0:3:0:8,7/4 3/1,,,
7,XGID=-BcCCCB---B--------bacbbb-:1:-1:1:63:0:0:3:0:8,10/1,,,
7,XGID=-CcCCCB---A--------bacbbb-:1:-1:-1:65:0:0:3:0:8,23/12,,,
7,XGID=-CbCCCB---A--a-----bacbbb-:1:-1:1:52:0:0:3:0:8,10/3,,,
7,XGID=-CbDCCB------a-----bacbbb-:1:-1:-1:65:0:0:3:0:8,23/17 12/7,,,
7,XGID=-CaDCCB-a---------abacbbb-:1:-1:1:22:0:0:3:0:8,6/2*(2),,,
7,XGID=aCBDCC--a---------abacbbb-:1:-1:-1:63:0:0:3:0:8,Bar/16,,,
7,XGID=-CBDCC--aa--------abacbbb-:1:-1:1:33:0:0:3:0:8,3/Off(4),,,
7,XGID=-CB-CC--aa--------abacbbb-:1:-1:-1:65:0:0:3:0:8,17/6,,,
7,XGID=-CB-CC---a--------acacbbb-:1:-1:1:51:0:0:3:0:8,5/Off 1/Off,,,
7,XGID=-BB-CB---a--------acacbbb-:1:-1:-1:54:0:0:3:0:8,16/11 7/3,,,
7,XGID=-BB-CB--------a----caccbb-:1:-1:1:64:0:0:3:0:8,5/Off 4/Off,,,
7,XGID=-BB-BA--------a----caccbb-:1:-1:-1:66:0:0:3:0:8,11/5 6/Off(3),,,
7,XGID=-BB-BA--------------bccbb-:1:-1:1:41:0:0:3:0:8,4/Off 1/Off,,,
7,XGID=-AB-AA--------------bccbb-:1:-1:-1:63:0:0:3:0:8,5/Off 3/Off,,,
7,XGID=-AB-AA--------------acbbb-:1:-1:1:54:0:0:3:0:8,5/Off 4/Off,,,
7,XGID=-AB-----------------acbbb-:1:-1:-1:51:0:0:3:0:8,5/Off 1/Off,,,
7,XGID=-AB------------------cbba-:1:-1:1:21:0:0:3:0:8,2/Off 1/Off,,,
7,XGID=--A------------------cbba-:1:-1:-1:54:0:0:3:0:8,4/Off(2),,,
7,XGID=--A------------------abba-:1:-1:1:64:0:0:3:0:8,2/Off,,,
8,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
8,XGID=-b----E-C---eE---c-e----B-:0:0:1:61:0:0:3:0:8,13/7 8/7,,,
8,XGID=-b----EBB---eD---c-e----B-:0:0:-1:62:0:0:3:0:8,24/16,,,
8,XGID=-a----EBBa--eD---c-e----B-:0:0:1:00:0:0:3:0:8,,0.227,0.04,1.0
8,XGID=-a----EBBa--eD---c-e----B-:0:0:1:66:0:0:3:0:8,24/18(2) 13/7(2),,,
8,XGID=-a----EDBa--eB---cBe------:0:0:-1:21:0:0:3:0:8,13/11 6/5,,,
8,XGID=-a----EDBa--dBa--cBda-----:1:-1:1:D:0:0:3:0:8,,0.62,0.635,1.0
8,XGID=-a----EDBa--dBa--cBda-----:1:-1:1:63:0:0:3:0:8,18/9*,,,
8,XGID=aa----EDBA--dBa--cAda-----:1:-1:-1:41:0:0:3:0:8,Bar/21 8/7*,,,
8,XGID=-a--a-EDBA--dBa--bada----A:1:-1:1:53:0:0:3:0:8,Bar/20* 7/4*,,,
8,XGID=ba--A-ECBA--dBa--badA-----:1:-1:-1:32:0:0:3:0:8,Bar/23 Bar/22,,,
8,XGID=-aaaA-ECBA--dBa--badA-----:1:-1:1:65:0:0:3:0:8,20/14* 9/4,,,
8,XGID=aaaaB-ECB---dBA--bad------:1:-1:-1:44:0:0:3:0:8,Cannot Move,,,
8,XGID=aaaaB-ECB---dBA--bad------:1:-1:1:31:0:0:3:0:8,6/3* 3/2*,,,
8,XGID=caA-B-DCB---dBA--bad------:1:-1:-1:54:0:0:3:0:8,Bar/20,,,
8,XGID=baA-BaDCB---dBA--bad------:1:-1:1:32:0:0:3:0:8,7/5* 5/2,,,
8,XGID=caB-B-DBB---dBA--bad------:1:-1:-1:62:0:0:3:0:8,Cannot Move,,,
8,XGID=caB-B-DBB---dBA--bad------:1:-1:1:61:0:0:3:0:8,8/1*,,,
8,XGID=dAB-B-DBA---dBA--bad------:1:-1:-1:52:0:0:3:0:8,Bar/20,,,
8,XGID=cAB-BaDBA---dBA--bad------:1:-1:1:52:0:0:3:0:8,7/5* 6/1,,,
8,XGID=dBB-BACAA---dBA--bad------:1:-1:-1:21:0:0:3:0:8,Cannot Move,,,
8,XGID=dBB-BACAA---dBA--bad------:1:-1:1:61:0:0:3:0:8,13/7 6/5,,,
8,XGID=dBB-BBBBA---dAA--bad------:1:-1:-1:43:0:0:3:0:8,Bar/22,,,
8,XGID=cBBaBBBBA---dAA--bad------:1:-1:1:42:0:0:3:0:8,7/3* 5/3,,,
8,XGID=dBBBBABAA---dAA--bad------:1:-1:-1:61:0:0:3:0:8,Cannot Move,,,
8,XGID=dBBBBABAA---dAA--bad------:1:-1:1:54:0:0:3:0:8,14/5,,,
8,XGID=dBBBBBBAA---dA---bad------:1:-1:-1:42:0:0:3:0:8,Cannot Move,,,
8,XGID=dBBBBBBAA---dA---bad------:1:-1:1:51:0:0:3:0:8,8/3 7/6,,,
8,XGID=dBBCBBC-----dA---bad------:1:-1:-1:31:0:0:3:0:8,Cannot Move,,,
8,XGID=dBBCBBC-----dA---bad------:1:-1:1:65:0:0:3:0:8,13/2,,,
8,XGID=dBCCBBC-----d----bad------:1:-1:-1:61:0:0:3:0:8,Cannot Move,,,
8,XGID=dBCCBBC-----d----bad------:1:-1:1:54:0:0:3:0:8,5/1 5/Off,,,
8,XGID=dCCCB-C-----d----bad------:1:-1:-1:32:0:0:3:0:8,Cannot Move,,,
8,XGID=dCCCB-C-----d----bad------:1:-1:1:32:0:0:3:0:8,6/3 2/Off,,,
8,XGID=dCBDB-B-----d----bad------:1:-1:-1:63:0:0:3:0:8,Cannot Move,,,
8,XGID=dCBDB-B-----d----bad------:1:-1:1:64:0:0:3:0:8,6/2 6/Off,,,
8,XGID=dCCDB-------d----bad------:1:-1:-1:43:0:0:3:0:8,Cannot Move,,,
8,XGID=dCCDB-------d----bad------:1:-1:1:51:0:0:3:0:8,4/3 4/Off,,,
8,XGID=dCCE--------d----bad------:1:-1:-1:33:0:0:3:0:8,Cannot Move,,,
8,XGID=dCCE--------d----bad------:1:-1:1:42:0:0:3:0:8,3/Off 2/Off,,,
8,XGID=dCBD--------d----bad------:1:-1:-1:32:0:0:3:0:8,Cannot Move,,,
8,XGID=dCBD--------d----bad------:1:-1:1:62:0:0:3:0:8,3/1 3/Off,,,
8,XGID=dDBB--------d----bad------:1:-1:-1:61:0:0:3:0:8,Bar/19,,,
8,XGID=cDBB--a-----d----bad------:1:-1:1:21:0:0:3:0:8,2/1 2/Off,,,
8,XGID=cE-B--a-----d----bad------:1:-1:-1:53:0:0:3:0:8,Bar/20,,,
8,XGID=bE-B-aa-----d----bad------:1:-1:1:44:0:0:3:0:8,3/Off(2) 1/Off(2),,,
8,XGID=bC---aa-----d----bad------:1:-1:-1:21:0:0:3:0:8,Bar/23,,,
8,XGID=aCa--aa-----d----bad------:1:-1:1:53:0:0:3:0:8,1/Off(2),,,
8,XGID=aAa--aa-----d----bad------:1:-1:-1:41:0:0:3:0:8,Bar/24* 20/16,,,
8,XGID=-aa---a--a--d----bad-----A:1:-1:1:64:0:0:3:0:8,Bar/15,,,
8,XGID=-aa---a--a--d--A-bad------:1:-1:-1:64:0:0:3:0:8,19/15 16/10*,,,
8,XGID=-aa-------a-d--a-bad-----A:1:-1:1:32:0:0:3:0:8,Bar/20,,,
8,XGID=-aa-------a-d--a-badA-----:1:-1:-1:31:0:0:3:0:8,13/10 6/5*,,,
8,XGID=-aa-------a-c--b-baca----A:1:-1:1:62:0:0:3:0:8,Bar/23,,,
8,XGID=-aa-------a-c--b-baca--A--:1:-1:-1:63:0:0:3:0:8,24/21 13/7,,,
8,XGID=--a-a-----a-b--b-bbca--A--:1:-1:1:55:0:0:3:0:8,Cannot Move,,,
8,XGID=--a-a-----a-b--b-bbca--A--:1:-1:-1:62:0:0:3:0:8,13/5,,,
8,XGID=--a-a-----a-a--b-bbcb--A--:1:-1:1:61:0:0:3:0:8,23/16,,,
8,XGID=--a-a-----a-a--bAbbcb-----:1:-1:-1:52:0:0:3:0:8,23/18 15/13,,,
8,XGID=----a--a----b--bAbbcb-----:1:-1:1:66:0:0:3:0:8,16/4* 4/Off,,,
9,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
9,XGID=-b----E-C---eE---c-e----B-:0:0:1:63:0:0:3:0:8,24/18 13/10,,,
9,XGID=-b----E-C-A-eD---cAe----A-:0:0:-1:32:0:0:3:0:8,24/21 13/11,,,
9,XGID=-a--a-E-C-A-dDa--cAe----A-:0:0:1:00:0:0:3:0:8,,0.252,0.061,1.0
9,XGID=-a--a-E-C-A-dDa--cAe----A-:0:0:1:31:0:0:3:0:8,8/5 6/5,,,
9,XGID=-a--aBD-B-A-dDa--cAe----A-:0:0:-1:62:0:0:3:0:8,21/15* 13/11,,,
9,XGID=-a---BD-B-a-cDb--cAe----AA:0:0:1:51:0:0:3:0:8,Bar/24 13/8,,,
9,XGID=-a---BD-C-a-cCb--cAe----B-:0:0:-1:31:0:0:3:0:8,8/5 6/5,,,
9,XGID=-a---BD-C-a-cCb--bAdb---B-:0:0:1:43:0:0:3:0:8,13/10* 10/6,,,
9,XGID=aa---BE-C---cBb--bAdb---B-:0:0:-1:53:0:0:3:0:8,Bar/22 13/8,,,
9,XGID=-a-a-BE-C---bBb--cAdb---B-:0:0:1:55:0:0:3:0:8,8/3*(2) 6/1*(2),,,
9,XGID=bB-B-BC-A---bBb--cAdb---B-:0:0:-1:64:0:0:3:0:8,Bar/21,,,
9,XGID=aB-BaBC-A---bBb--cAdb---B-:1:-1:1:D:0:0:3:0:8,,0.634,0.871,1.0
9,XGID=aB-BaBC-A---bBb--cAdb---B-:1:-1:1:62:0:0:3:0:8,24/18 6/4*,,,
9,XGID=bB-BABB-A---bBb--cBdb---A-:1:-1:-1:42:0:0:3:0:8,Bar/23 Bar/21*,,,
9,XGID=-BaBaBB-A---bBb--cBdb---AA:1:-1:1:44:0:0:3:0:8,Bar/21 13/9(2) 8/4*,,,
9,XGID=aBaBABB--B--b-b--cBdbA--A-:1:-1:-1:31:0:0:3:0:8,Cannot Move,,,
9,XGID=aBaBABB--B--b-b--cBdbA--A-:1:-1:1:66:0:0:3:0:8,24/18 21/3,,,
9,XGID=aBaCABB--B--b-b--cCdb-----:1:-1:-1:21:0:0:3:0:8,Bar/23 6/5,,,
9,XGID=-BbCABB--B--b-b--cCcc-----:1:-1:1:61:0:0:3:0:8,9/3 5/4,,,
9,XGID=-BbDBAB--A--b-b--cCcc-----:1:-1:-1:52:0:0:3:0:8,23/16*,,,
9,XGID=-BaDBAB--a--b-b--cCcc----A:1:-1:1:41:0:0:3:0:8,Bar/21 3/2*,,,
9,XGID=aBACBAB--a--b-b--cCccA----:1:-1:-1:65:0:0:3:0:8,Bar/20* 20/14,,,
9,XGID=-BACB-B--a-ab-b--cCccA---A:1:-1:1:66:0:0:3:0:8,Cannot Move,,,
9,XGID=-BACB-B--a-ab-b--cCccA---A:1:-1:-1:D:0:0:3:0:8,,0.869,1.05,1.0
10,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
10,XGID=-b----E-C---eE---c-e----B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
10,XGID=-b--B-D-B---eE---c-e----B-:0:0:-1:51:0:0:3:0:8,24/23 13/8,,,
10,XGID=-aa-B-D-B---dE---d-e----B-:0:0:1:00:0:0:3:0:8,,0.242,0.053,1.0
10,XGID=-aa-B-D-B---dE---d-e----B-:0:0:1:55:0:0:3:0:8,8/3(2) 6/1*(2),,,
10,XGID=aBaBB-B-----dE---d-e----B-:0:0:-1:32:0:0:3:0:8,Bar/23 13/10,,,
10,XGID=-BbBB-B-----cE-a-d-e----B-:0:0:1:00:0:0:3:0:8,,0.27,0.074,1.0
10,XGID=-BbBB-B-----cE-a-d-e----B-:0:0:1:22:0:0:3:0:8,24/20(2),,,
10,XGID=-BbBB-B-----cE-a-d-eB-----:0:0:-1:54:0:0:3:0:8,10/6 8/3,,,
10,XGID=-BbBB-B-----cE---c-fB-a---:0:0:1:00:0:0:3:0:8,,0.491,0.43,1.0
10,XGID=-BbBB-B-----cE---c-fB-a---:0:0:1:33:0:0:3:0:8,13/7(2),,,
10,XGID=-BbBB-BB----cC---c-fB-a---:0:0:-1:66:0:0:3:0:8,23/11(2),,,
10,XGID=-B-BB-BB----cCb--c-fB-a---:0:0:1:64:0:0:3:0:8,20/10,,,
10,XGID=-B-BB-BB--A-cCb--c-fA-a---:0:0:-1:52:0:0:3:0:8,8/3 6/4,,,
10,XGID=-B-BB-BB--A-cCb--b-eAab---:0:0:1:31:0:0:3:0:8,10/6,,,
10,XGID=-B-BB-CB----cCb--b-eAab---:0:0:-1:32:0:0:3:0:8,6/4 6/3,,,
10,XGID=-B-BB-CB----cCb--b-cAbc---:0:0:1:43:0:0:3:0:8,20/13,,,
10,XGID=-B-BB-CB----cDb--b-c-bc---:0:0:-1:43:0:0:3:0:8,13/9 8/5,,,
10,XGID=-B-BB-CB----bDb-aa-cabc---:0:0:1:00:0:0:3:0:8,,0.438,0.354,1.0
10,XGID=-B-BB-CB----bDb-aa-cabc---:0:0:1:65:0:0:3:0:8,13/8 13/7,,,
10,XGID=-B-BB-CCA---bBb-aa-cabc---:0:0:-1:63:0:0:3:0:8,11/5 9/6,,,
10,XGID=-B-BB-CCA---bBa--a-dbbc---:0:0:1:00:0:0:3:0:8,,0.567,0.548,1.0
10,XGID=-B-BB-CCA---bBa--a-dbbc---:0:0:1:42:0:0:3:0:8,13/11 13/9,,,
10,XGID=-B-BB-CCAA-Ab-a--a-dbbc---:0:0:-1:62:0:0:3:0:8,13/5,,,
10,XGID=-B-BB-CCAA-Aa-a--a-dcbc---:0:0:1:00:0:0:3:0:8,,0.486,0.437,1.0
10,XGID=-B-BB-CCAA-Aa-a--a-dcbc---:0:0:1:54:0:0:3:0:8,9/5 7/2,,,
10,XGID=-BABBACBA--Aa-a--a-dcbc---:0:0:-1:54:0:0:3:0:8,11/6 8/4,,,
10,XGID=-BABBACBA--Aa------eccc---:0:0:1:00:0:0:3:0:8,,0.508,0.469,1.0
10,XGID=-BABBACBA--Aa------eccc---:0:0:1:54:0:0:3:0:8,8/4 7/2,,,
10,XGID=-BBBCACA---Aa------eccc---:0:0:-1:22:0:0:3:0:8,13/5,,,
10,XGID=-BBBCACA---A-------edcc---:0:0:1:00:0:0:3:0:8,,0.574,0.559,1.0
10,XGID=-BBBCACA---A-------edcc---:0:0:1:54:0:0:3:0:8,11/6 7/3,,,
10,XGID=-BBCCAD------------edcc---:0:0:-1:43:0:0:3:0:8,4/Off 3/Off,,,
10,XGID=-BBCCAD------------edbb---:1:-1:1:D:0:0:3:0:8,,0.697,0.723,1.0
10,XGID=-BBCCAD------------edbb---:1:-1:1:61:0:0:3:0:8,6/Off 1/Off,,,
10,XGID=-ABCCAC------------edbb---:1:-1:-1:33:0:0:3:0:8,6/Off 3/Off(2),,,
10,XGID=-ABCCAC------------ddb----:1:-1:1:32:0:0:3:0:8,3/Off 2/Off,,,
10,XGID=-AABCAC------------ddb----:1:-1:-1:33:0:0:3:0:8,6/Off(2),,,
10,XGID=-AABCAC------------bdb----:1:-1:1:53:0:0:3:0:8,5/Off 3/Off,,,
10,XGID=-AAAC-C------------bdb----:1:-1:-1:11:0:0:3:0:8,4/Off,,,
10,XGID=-AAAC-C------------bda----:1:-1:1:21:0:0:3:0:8,2/Off 1/Off,,,
10,XGID=---AC-C------------bda----:1:-1:-1:54:0:0:3:0:8,5/Off 4/Off,,,
10,XGID=---AC-C------------bc-----:1:-1:1:44:0:0:3:0:8,6/2 4/Off(3),,,
10,XGID=--AA--B------------bc-----:1:-1:-1:63:0:0:3:0:8,6/Off 5/2,,,
10,XGID=--AA--B------------ab--a--:1:-1:1:31:0:0:3:0:8,6/5 3/Off,,,
10,XGID=--A--AA------------ab--a--:1:-1:-1:66:0:0:3:0:8,6/Off 5/Off(2) 2/Off,,,
11,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
11,XGID=-b----E-C---eE---c-e----B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
11,XGID=-b--B-D-B---eE---c-e----B-:0:0:-1:61:0:0:3:0:8,13/7 8/7,,,
11,XGID=-b--B-D-B---dE---bbe----B-:0:0:1:31:0:0:3:0:8,8/5 6/5,,,
11,XGID=-b--BBC-A---dE---bbe----B-:0:0:-1:63:0:0:3:0:8,24/15,,,
11,XGID=-a--BBC-A-a-dE---bbe----B-:0:0:1:54:0:0:3:0:8,24/20 13/8,,,
11,XGID=-a--BBC-B-a-dD---bbeA---A-:0:0:-1:52:0:0:3:0:8,15/8,,,
11,XGID=-a--BBC-B---dD---cbeA---A-:0:0:1:64:0:0:3:0:8,24/20 13/7,,,
11,XGID=-a--BBCAB---dC---cbeB-----:0:0:-1:63:0:0:3:0:8,24/18* 18/15,,,
11,XGID=----BBC-B-a-dC---cbeB----A:0:0:1:63:0:0:3:0:8,Bar/22 13/7,,,
11,XGID=----BBCAB-a-dB---cbeB-A---:0:0:-1:00:0:0:3:0:8,,0.401,0.23,1.0
11,XGID=----BBCAB-a-dB---cbeB-A---:0:0:-1:33:0:0:3:0:8,13/10(2) 6/3*(2),,,
11,XGID=----BBCAB-a-bB-b-cbcB-b--A:0:0:1:42:0:0:3:0:8,Bar/21 7/5,,,
11,XGID=----BCC-B-a-bB-b-cbcBAb---:1:1:-1:D:0:0:3:0:8,,0.86,0.866,1.0
11,XGID=----BCC-B-a-bB-b-cbcBAb---:1:1:-1:62:0:0:3:0:8,15/7,,,
11,XGID=----BCC-B---bB-b-cccBAb---:1:1:1:41:0:0:3:0:8,8/3,,,
11,XGID=---ABCC-A---bB-b-cccBAb---:1:1:-1:63:0:0:3:0:8,13/10 13/7,,,
11,XGID=---ABCC-A----B-c-cdcBAb---:1:1:1:64:0:0:3:0:8,13/9 13/7,,,
11,XGID=---ABCCAAA-----c-cdcBAb---:1:1:-1:55:0:0:3:0:8,8/3 7/2(2) 6/1,,,
11,XGID=---ABCCAAA-----c-bbbBAcba-:1:1:1:21:0:0:3:0:8,6/3,,,
11,XGID=---BBCBAAA-----c-bbbBAcba-:1:1:-1:43:0:0:3:0:8,8/4* 4/1,,,
11,XGID=---BBCBAAA-----c-abbB-cbbA:1:1:1:55:0:0:3:0:8,Bar/20 9/4 8/3 7/2,,,
11,XGID=--ACCCB--------c-abbC-cbb-:1:1:-1:41:0:0:3:0:8,10/6 8/7,,,
11,XGID=--ACCCB--------b--ccC-cbb-:1:1:1:32:0:0:3:0:8,20/17 4/2,,,
11,XGID=--BCBCB--------b-AccB-cbb-:1:1:-1:32:0:0:3:0:8,7/4 6/4,,,
11,XGID=--BCBCB--------b-AbbBbcbb-:1:1:1:63:0:0:3:0:8,17/11 5/2,,,
11,XGID=--CCBBB----A---b--bbBbcbb-:1:1:-1:52:0:0:3:0:8,6/4 6/1,,,
11,XGID=--CCBBB----A---b--b-Bccbc-:1:1:1:42:0:0:3:0:8,11/7 3/1,,,
11,XGID=-ACBBBBA-------b--b-Bccbc-:1:1:-1:63:0:0:3:0:8,10/7 10/4,,,
11,XGID=-ACBBBBA----------c-Bdcbc-:1:1:1:32:0:0:3:0:8,20/17 7/5,,,
11,XGID=-ACBBCB----------Ac-Adcbc-:1:1:-1:42:0:0:3:0:8,7/5* 5/1,,,
11,XGID=-ACBBCB----------Ab--dcbdA:1:1:1:21:0:0:3:0:8,Cannot Move,,,
11,XGID=-ACBBCB----------Ab--dcbdA:1:1:-1:53:0:0:3:0:8,7/4 7/2,,,
11,XGID=-ACBBCB----------A---eccdA:1:1:1:41:0:0:3:0:8,Cannot Move,,,
11,XGID=-ACBBCB----------A---eccdA:1:1:-1:32:0:0:3:0:8,4/2 3/Off,,,
11,XGID=-ACBBCB----------A---dbddA:1:1:1:21:0:0:3:0:8,Cannot Move,,,
11,XGID=-ACBBCB----------A---dbddA:1:1:-1:21:0:0:3:0:8,2/Off 1/Off,,,
11,XGID=-ACBBCB----------A---dbccA:1:1:1:63:0:0:3:0:8,Bar/16,,,
11,XGID=-ACBBCB---------AA---dbcc-:1:1:-1:65:0:0:3:0:8,4/Off(2),,,
11,XGID=-ACBBCB---------AA---bbcc-:1:1:1:55:0:0:3:0:8,17/7 16/6,,,
11,XGID=-ACBBCCA-------------bbcc-:1:1:-1:63:0:0:3:0:8,4/Off 3/Off,,,
11,XGID=-ACBBCCA-------------aacc-:1:1:1:51:0:0:3:0:8,7/6 5/Off,,,
11,XGID=-ACBBBD--------------aacc-:1:1:-1:61:0:0:3:0:8,4/Off 1/Off,,,
11,XGID=-ACBBBD---------------acb-:1:1:1:62:0:0:3:0:8,6/Off 2/Off,,,
11,XGID=-ABBBBC---------------acb-:1:1:-1:51:0:0:3:0:8,3/Off 1/Off,,,
11,XGID=-ABBBBC----------------ca-:1:1:1:51:0:0:3:0:8,5/Off 1/Off,,,
11,XGID=--BBBAC----------------ca-:1:1:-1:43:0:0:3:0:8,2/Off(2),,,
11,XGID=--BBBAC----------------aa-:1:1:1:33:0:0:3:0:8,6/Off 3/Off(2),,,
11,XGID=--B-BAB----------------aa-:1:1:-1:43:0:0:3:0:8,2/Off 1/Off,,,
12,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
12,XGID=-b----E-C---eE---c-e----B-:0:0:1:31:0:0:3:0:8,8/5 6/5,,,
12,XGID=-b---BD-B---eE---c-e----B-:0:0:-1:31:0:0:3:0:8,8/5 6/5,,,
12,XGID=-b---BD-B---eE---b-db---B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
12,XGID=-b--BBC-A---eE---b-db---B-:0:0:-1:31:0:0:3:0:8,24/23 13/10,,,
12,XGID=-aa-BBC-A---dE-a-b-db---B-:0:0:1:44:0:0:3:0:8,13/9(3) 6/2*,,,
12,XGID=aaA-BBB-AC--dB-a-b-db---B-:0:0:-1:32:0:0:3:0:8,Bar/23* 13/10,,,
12,XGID=-aa-BBB-AC--cB-b-b-db---BA:0:0:1:22:0:0:3:0:8,Bar/23 9/7(2) 8/6,,,
12,XGID=-aa-BBCB-A--cB-b-b-db--AB-:0:0:-1:44:0:0:3:0:8,8/4(2) 6/2*(2),,,
12,XGID=-aa-BBCB-A--cB-b---bbb-bBA:0:0:1:32:0:0:3:0:8,Bar/22 24/22,,,
12,XGID=-aa-BBCB-A--cB-b---bbbBbA-:0:0:-1:52:0:0:3:0:8,24/17,,,
12,XGID=--a-BBCBaA--cB-b---bbbBbA-:0:0:1:54:0:0:3:0:8,13/8* 6/2*,,,
12,XGID=b-A-BBBBAA--cA-b---bbbBbA-:0:0:-1:66:0:0:3:0:8,Cannot Move,,,
12,XGID=b-A-BBBBAA--cA-b---bbbBbA-:1:-1:1:D:0:0:3:0:8,,0.732,0.885,1.0
12,XGID=b-A-BBBBAA--cA-b---bbbBbA-:1:-1:1:51:0:0:3:0:8,8/2,,,
12,XGID=b-B-BBBB-A--cA-b---bbbBbA-:1:-1:-1:65:0:0:3:0:8,Cannot Move,,,
12,XGID=b-B-BBBB-A--cA-b---bbbBbA-:1:-1:1:31:0:0:3:0:8,13/9,,,
12,XGID=b-B-BBBB-B--c--b---bbbBbA-:1:-1:-1:43:0:0:3:0:8,Bar/22,,,
12,XGID=a-BaBBBB-B--c--b---bbbBbA-:1:-1:1:41:0:0:3:0:8,7/6 7/3*,,,
12,XGID=b-BABBC--B--c--b---bbbBbA-:1:-1:-1:65:0:0:3:0:8,Cannot Move,,,
12,XGID=b-BABBC--B--c--b---bbbBbA-:1:-1:1:43:0:0:3:0:8,22/18 6/3,,,
